Codigo;Nome;Descrição;unidade_medida;estoque_atual;estoque_minimo
MC-12272;PORCA DE FIXACAO VENTURI DA BOMBA PO PI-P1 PHX W - 0241466;;UN;0;0
MC-8120;RETARDADOR PARA LACA 900ML FARBEN;;UN;0;0
MC-12579;TINTA EM PÓ AMARELO BRILHANTE 25KGS 110C - A-3002**;;UN;0;0
MC-12561;TINTA EM PÓ BASE VERMELHO PANT 25KGS POLIESTER 187C/RAL ;;UN;0;0
MC-12407;TINTA EM PÓ ONIX 25KGS - COD. W-3049;;UN;0;0
MC-764;TINTA PRIMER UNIVERSAL CINZA ANJO 3,6LT;;UN;0;0
MC-13419;TINTA SPRAY PRIMER FUNDO CINZA 69957366620;;UN;0;0
MC-12690;TUBO DE PO DO CORPO PISTOLA PEM-X1 2324123 - WAGNER;;UN;0;0
MC-9177;THINNER 2900 ANJO - LATA 18 LT;;UN;0;0
MC-765;TINTA PRETO CADILAC ANJO 3,6LT LACA;;UN;0;0
MC-1174;TINTA EM PÓ PRETO TEXTURIZADO 25KG*;;UN;0;0
MC-12218;TINTA EM PÓ PRETO ALTO BRILHO (15KGS) W70048 COD.13722381;;UN;0;0
MC-10928;PRODUTO TX MD PRETO FOSCO BD;;UN;0;0
MC-12406;TINTA EM PÓ PRETO MICROTEXTURA 25KG. COD.P-3919 - ;;UN;0;0
MC-1574;TINTA SPRAY USO GERAL PRETO FOSCO ;;UN;0;0
MC-9103;TINTA LACA PRETO FOSCO 3,6lt FARBEN - COD.7818;;UN;0;0
MC-1573;TINTA SPRAY USO GERAL PRETO RÁPIDO BRILHO 280G;;UN;0;0
MC-3674;PRIMER 3M P-8250 940ML;;UN;0;0
MC-12604;TINTA EM PÓ PRATA SEMI BRILHO RAL 25KGS POLIESTER 9006 ;;UN;0;0
MC-4168;DILUENTE P/ PLÁSTISOL 80 TX;;UN;0;0
MC-11056;SAPATA 180X120 MM EXTERNA ELIPTICA PVC;;UN;0;0
MC-13497;"COIFA ACABAMENTO  1 1/2"" NBR - BORRACHA - CORRIMAO";;UN;0;0
MC-13496;"COIFA ACABAMENTO  1 1/2"" NBR - BORRACHA - SUPERIOR";;UN;0;0
MC-13495;"COIFA ACABAMENTO  2 1/2"" NBR - BORRACHA - PESCOÇO";;UN;0;0
MC-12095;ISOLADOR DE SILICONE W 1211 52X15MM S/ABA COD.1211;;UN;0;0
MC-12896;ISOLADOR DE SILICONE W 1277 INT. 55x15MM FECHADO ;;UN;0;0
MC-12999;ISOLADOR DE SILICONE W 1288 D-32X14MM INTERNO VERDE COD. ;;UN;0;0
MC-13001;ISOLADOR DE SILICONE W 1290 D-352X18MM INTERNO VERDE COD. ;;UN;0;0
MC-13000;ISOLADOR DE SILICONE W1289 D-32X10MM INTERNO VERMELHO ;;UN;0;0
MC-8577;PONTEIRA REDONDA 2 1/2 INTERNA RDR111538A;;UN;0;0
MC-753;RODA PVC 3'';;UN;0;0
MC-9002;PONTEIRA OBLONGA 77X40 INTERNA;;UN;0;0
MC-11440;CAPA DE BORRACHA PARA TECLADO DE ESTEIRA (QUADRADO) ;;UN;0;0
MC-10696;"COIFA ACABAMENTO 1 1/2 X 2"" NBR - BORRACHA - E201";;UN;0;0
MC-12077;"PONTEIRA INTERNA REDONDA COM ALETAS 3"" - RDR111072A";;UN;0;0
MC-868;PONTEIRA PVC 100X50 EXTERNA COM APOIO;;UN;0;0
MC-10474;PÉ NIVELADOR MIII PARF. 1/2''X50MM PVC - X6 - 12 FIOS;;UN;0;0
MC-771;PONTEIRA PLÁSTICA 50X50 INTERNA;;UN;0;0
MC-770;PONTEIRA PLÁSTICA 40X40 INTERNA;;UN;0;0
MC-4113;AMORTECEDOR DE DECK (ANTIGO);;UN;0;0
MC-898;PONTEIRA PVC OBLONGA 115X40 EXTERNA;;UN;0;0
MC-10469;PÉ NIVELADOR PARF. 3/8'' PVC - ESCADA;;UN;0;0
MC-9600;PONTEIRA OBLONGA 98X50 INTERNA;;UN;0;0
MC-781;BUCHA DE REDUÇÃO QUADRADA 50X50X150MM - C/TRAVA;;UN;0;0
MC-1337;PÉ DE BORRACHA ;;UN;0;0
MC-745;PONTEIRA PLÁSTICA DE ACABAMENTO 5/16''**;;UN;0;0
MC-11765;ALCA DE PLASTICO GRANDE ;;UN;0;0
MC-782;BUCHA DE REDUÇÃO QUADRADA 50X50X75MM - C/TRAVA;;UN;0;0
MC-10879;COIFA ACABAMENTO 13,5X7 NBR - G201;;UN;0;0
MC-10581;"MANOPLA PVC 1 1/4""X450MM";;UN;0;0
MC-1399;PÉ NIVELADOR 3/8'';;UN;0;0
MC-869;PONTEIRA DE BORRACHA 50X50 EXTERNA;;UN;0;0
MC-7204;MANOPLA PVC 250 X 1 1/4'';;UN;0;0
MC-10172;BATENTE TRAPEZIO;;UN;0;0
MC-10694;"COIFA ACABAMENTO 2 X 3"" NBR - BORRACHA - C201";;UN;0;0
MC-756;APOIO DE ANILHAS - EMBORRACHADO;;UN;0;0
MC-10991;COIFA ACABAMENTO / APOIO - BORRACHA (RETANGULAR) H201;;UN;0;0
MC-10695;"COIFA ACABAMENTO 1 1/2 X 1/2"" NBR - BORRACHA - D201";;UN;0;0
MC-903;"MANOPLA PVC 1""X250MM";;UN;0;0
MC-775;PONTEIRA PLÁSTICA DE ACABAMENTO 1/2'';;UN;0;0
MC-11728;PONTEIRA DO SUPORTE DUMBELL INJETADA;;UN;0;0
MC-9971;SUPORTE PARA BARRA - BASE REDONDA;;UN;0;0
MC-6718;PONTEIRA PVC 80X40 EXTERNA;;UN;0;0
MC-10692;COIFA ACABAMENTO COLUNA PRINCIPAL - BORRACHA - A201;;UN;0;0
MC-899;PONTEIRA PVC PISANTE 2'' EXTERNA;;UN;0;0
MC-8943;PONTEIRA OBLONGA 115X40 INTERNA;;UN;0;0
MC-870;PONTEIRA DE BORRACHA 3'' EXTERNA;;UN;0;0
MC-778;BOLA GRANDE DO CABO DE ACO ;;UN;0;0
MC-10693;"COIFA ACABAMENTO 1 1/2 X 3""  - BORRACHA - B201";;UN;0;0
MC-871;SAPATA DE BORRACHA 3'' EXTERNA*;;UN;0;0
MC-897;PONTEIRA PVC 2'' EXTERNA;;UN;0;0
MC-11641;PONTEIRA PVC PISANTE 2'' 1/2 EXTERNA ;;UN;0;0
MC-12385;BUCHA REDUCAO OBLONGO 77X40 / 50X30 - 150MM;;UN;0;0
MC-10891;PONTEIRA PLASTICA 4'' INTERNA SANFONADA ;;UN;0;0
MC-3368;PONTEIRA PLÁSTICA 7/8'' INTERNA;;UN;0;0
MC-6813;PONTEIRA PLÁSTICA 2'' INTERNA RDR201014A;;UN;0;0
MC-904;MANOPLA PVC 1 1/2''X220MM;;UN;0;0
MC-747;PONTEIRA PLÁSTICA 50X30 INTERNA ABAULADA;;UN;0;0
MC-746;PONTEIRA PLÁSTICA 1 1/4'' INTERNA ABAULADA;;UN;0;0
MC-4922;PONTEIRA PVC 80X40 INTERNA;;UN;0;0
MC-9097;RODA POLIPROPILENO 2'' (RODIZIO) - R 210 NP - CINZA E PRETO;;UN;0;0
MC-11324;AGUA DESMINERALIZADA;;UN;0;0
MC-12323;AZUL DE BROMOFENOL 100ML;;UN;0;0
MC-10330;ESM AZUL DEL REY LATA;;UN;0;0
MC-11878;FENOLFTALEINA;;UN;0;0
MC-9232;GEL DECAPANTE E PASSIVANTE 1,2KG - PARA INOX;;UN;0;0
MC-8310;GRAXA ALTA TEMPERATURA JET-LUB - OGH;;UN;0;0
MC-8277;HI-1013 ;;UN;0;0
MC-8239;HI-1040 ELEVADOR DE P.H LIQ. CÓD.08260**;;UN;0;0
MC-12293;HIDEOXI 36 - PRODUTO DO BANHO (50L) DECAPANTE SUFURICO;;UN;0;0
MC-11863;HIPROT OIL 445 - PRODUTO DO BANHO ;;UN;0;0
MC-12863;METILORANGE ;;UN;0;0
MC-10105;NAOH 0,1 N - 1L;;UN;0;0
MC-12710;OLEO GEAR VG 680 - GUIA LINEAR (20L);;UN;0;0
MC-6822;PRODUTO PARA BANHO HIPHOS 148 LIQ. 08043 ( 35 lts );;UN;0;0
MC-13357;ACELERADOR DREAM 091 L ;;UN;0;0
MC-13353;DECAPANTE SULFURICO DREAM 203;;UN;0;0
MC-13354;NEUTRALIZADOR DREAM 060 A/50;;UN;0;0
MC-11991;HI-1012 ;;UN;0;0
MC-8238;HI-1035 REDUTOR DE P.H LIQ. CÓD. 08259;;UN;0;0
MC-13356;FOSFATIZANTE DREAM 628;;UN;0;0
MC-8144;ACIDO SULFAMICO P.A;;UN;0;0
MC-13351;DESENGRAXANTE DREAM DS 191A;;UN;0;0
MC-13488;HCL 1,0 N - 1L - 2104 ;;UN;0;0
MC-7323;PAPEL UNIVERSAL PH LL00001;;UN;0;0
MC-13355;REFINADOR DREAM 497;;UN;0;0
MC-13352;TENSOATIVO DO DESENGRAXANTE DREAM DS 191 C;;UN;0;0
MC-13487;NAOH 1,0 N - 1L - 2103 D;;UN;0;0
MC-12016;HCL 0,1 N - 1L;;UN;0;0
MC-8261;HIFLOC 1009;;UN;0;0
MC-13603;DECAPANTE SULFURICO DREAM 206;;UN;0;0
MC-12433;GRAXA INTERSYNTH CHT 4-150 - BAT: 11802-24 - LINHA DE PINTURA ;;UN;0;0
MC-13387;INIBIDOR B-24;;UN;0;0
MC-1548;COLA ADESIVO AMAZONAS 13 15KG;;UN;0;0
MC-12923;COURVIN PRETO CAPOTA MARITIMA EMBORRACHADO - CÓD. ;;UN;0;0
MC-8160;LINHA 20 DE COSTURA PRETA;;UN;0;0
MC-12584;"MEIA ARGOLA ""D"" DE 1/4""X35MM - 1,00 T";;UN;0;0
MC-1369;ROLETE GRANDE - 500X130X64;;UN;0;0
MC-7447;ROLO EVA PR 25SH SEM ADES 10000X1400X4MM;;UN;0;0
MC-9442;TARUGO POLIPROPILENO 16MM X 3000MM PRETO;;UN;0;0
MC-3005;TARUGO POLIPROPILENO 20MMX3000MM PRETO*;;UN;0;0
MC-1863;TARUGO POLIPROPILENO 25MM PRETO;;UN;0;0
MC-2940;TARUGO POLIPROPILENO 30MM X 3000MM PRETO;;UN;0;0
MC-1864;TARUGO POLIPROPILENO 50MM X 3000MM PRETO;;UN;0;0
MC-10980;TARUGO POLIPROPILENO 60MM X 3000MM PRETO;;UN;0;0
MC-10078;TARUGO POLIPROPILENO 65MMX3000MM PRETO;;UN;0;0
MC-9868;TARUGO TECNIL 20MM (NYLON);;UN;0;0
MC-1749;"TREFILADO 2"" (50,8mm) - 1020";;UN;0;0
MC-1751;TREFILADO 25MM - 1020;;UN;0;0
MC-1753;"TREFILADO 3/4"" (19,05mm) - 1020";;UN;0;0
MC-3034;"TREFILADO 5/16"" (7,94mm) - 1020";;UN;0;0
MC-9102;TREFILADO DE ALUMINIO 1 1/2'' - 6351-T6;;UN;0;0
MC-7598;TUBO MECANICO 50 EXT X 25 INT;;UN;0;0
MC-1713;TUBO OBLONGO 77X40 #2,0 REBARBA REMOVIDA;;UN;0;0
MC-9974;TUBO OBLONGO 77X40 #2,65 REBARBA REMOVIDA;;UN;0;0
MC-9441;TUBO OBLONGO 98X50 #2,65 REBARBA REMOVIDA;;UN;0;0
MC-1703;TUBO QUADRADO 20X20 #2,0;;UN;0;0
MC-1621;TUBO QUADRADO 25X25 #0,90;;UN;0;0
MC-1762;TUBO QUADRADO 50x50 #2,25;;UN;0;0
MC-1722;TUBO QUADRADO 30X30 #2,0;;UN;0;0
MC-1726;TUBO QUADRADO 40X40 #1,90;;UN;0;0
MC-1831;"TUBO REDONDO 1 1/2"" #2,0 (38,10) REBARBA REMOVIDA";;UN;0;0
MC-2942;"TUBO REDONDO 1 1/2"" #3,0 (38,10) REBARBA REMOVIDA";;UN;0;0
MC-1623;"TUBO REDONDO 1 1/4"" #2,0 (31,75) REBARBA REMOVIDA";;UN;0;0
MC-10322;"TUBO REDONDO 1/2"" #0,90 (12,70)";;UN;0;0
MC-3104;"TUBO REDONDO 1/2"" #2,0 (12,70)";;UN;0;0
MC-1569;"TUBO REDONDO 2"" #2,0 (50,80) REBARBA REMOVIDA";;UN;0;0
MC-1628;"TUBO REDONDO 3"" #2,0 (76,20)";;UN;0;0
MC-2055;"TUBO REDONDO 3/4"" #2,25 (19,05)";;UN;0;0
MC-1697;"TUBO REDONDO 7/8"" #0,90 (22,22)";;UN;0;0
MC-2975;"TUBO REDONDO 5/8"" #0,90 (15,87)";;UN;0;0
MC-1626;"TUBO REDONDO 2"" #3,0 (50,80) - REBARBA REMOVIDA";;UN;0;0
MC-1725;TUBO RETANGULAR 100X40 #2,0;;UN;0;0
MC-2005;TUBO RETANGULAR 100X40 #3,0;;UN;0;0
MC-9975;TUBO RETANGULAR 100X50 #3,0;;UN;0;0
MC-11319;TUBO RETANGULAR 120X40 #2,00 ;;UN;0;0
MC-10489;TUBO RETANGULAR 150X50 #2,00;;UN;0;0
MC-1793;TUBO RETANGULAR 60X40 #2,0;;UN;0;0
MC-2110;TUBO RETANGULAR 80X40 #3,0;;UN;0;0
MC-9616;TUBO RETANGULAR DE INOX 50X30 #2,0 - AISI 304 - POLIDO;;UN;0;0
MC-1729;TUBO RETANGULAR 80X40 #2,0;;UN;0;0
MC-1757;TUBO RETANGULAR 100X50 #2,0*;;UN;0;0
MC-1792;TUBO RETANGULAR 70X50 #2,0;;UN;0;0
MC-1704;TUBO RETANGULAR 30X20 #2,0;;UN;0;0
MC-1823;"TUBO SCH 80X2"" (PAREDE GROSSA) (60,30 x 5,54mm)";;UN;0;0
MC-9727;BUCHA SUP. DE ANILHA 800MM (021105975);;UN;0;0
MC-13589;COROA 23 DENTES ESCADA SE03 - 1.410.23 FURO 19.7 ;;UN;0;0
MC-10707;COROA Ø181MM ESCADA (43 DENTES) (021106599);;UN;0;0
MC-13588;COROA Ø181MM ESCADA 1.40.43z FURO 25MM 18X4MM;;UN;0;0
MC-10387;COROA Ø234,4MM ESCADA (56 DENTES) (021106600);;UN;0;0
MC-10385;COROA Ø92,1MM ESCADA (21 DENTES) (021106598);;UN;0;0
MC-10388;COROA Ø250,6MM ESCADA (60 DENTES) (021106601);;UN;0;0
MC-13183;COROA Ø234,4MM ESCADA (56 DENTES) (021109759) - COM SENSOR;;UN;0;0
MC-11011;"CH. PÉ DE VELA AIR BIKE (LASER) #5/8"" (021106973)";;UN;0;0
MC-1199;TRAVA PARA CABO DE AÇO (021101192);;UN;0;0
MC-1225;ENGATE DO CABO DE AÇO (ALMX. I/II) (021101237);;UN;0;0
MC-12885;CAPA PLASTICA DE GUIA LINEAR - COD. T4029 ;;UN;0;0
MC-8788;FRETE;;UN;0;0
MC-13384;ADAPTADOR DE ALUMINIO MANG.1/4;;UN;0;0
MC-7812;GRAXA UNIVERSAL AZUL;;UN;0;0
